Time,Time Code,Country Name,Country Code,CPIA economic management cluster average ,CPIA financial sector rating ,CPIA macroeconomic management rating ,Automated teller machines ,Borrowers from commercial banks ,Depth of credit information index ,Domestic credit provided by financial sector %GDP ,Domestic credit to private sector %GDP ,Market capitalization of listed companies %GDP ,Private credit bureau coverage ,Public credit registry coverage ,Informal payments to public officials ,Number of visits or required meetings with tax officials ,CPIA policies for social inclusion/equity cluster average ,CPIA property rights and rule-based governance rating ,CPIA gender equality rating ,New business density ,"Labor force participation rate, total ","Labor force, total ","Total employment, total ",Unemployment with advanced education ,Unemployment with intermediate education ,"Unemployment, total ","Unemployment, youth total ","Literacy rate, adult total ","Literacy rate, youth total ","Government expenditure on education, total %GDP ",Labor force with advanced education ,Labor force with basic education ,Labor force with intermediate education ,"Primary completion rate, total ","School enrollment, primary ","School enrollment, secondary ","School enrollment, secondary ","School enrollment, tertiary ","School enrollment, tertiary ",Individuals using the Internet ,Research and development expenditure %GDP ,Researchers in R&D ,Technicians in R&D ,Age dependency ratio ,International migrant stock ,Population ages 0-14 ,"Population ages 0-14, total ",Population ages 15-64 ,"Population ages 15-64, total ",Population ages 65 and above ,"Population ages 65 and above, total ",Population density ,Population growth ,"Population, total ",Rural population ,Rural population ,Urban population ,Urban population ,Poverty headcount ratio at $1.90 a day ,"Agriculture, value added %GDP ","Agriculture, value added annual_growth ","Agriculture, value added ",Consumer price index ,GDP growth ,GDP per capita ,"GDP per capita, PPP ",GDP per person employed ,Gross capital formation %GDP ,Gross capital formation annual_growth ,"Gross fixed capital formation, private sector %GDP ","Industry, value added %GDP ","Industry, value added annual_growth ","Industry, value added ","Inflation, consumer prices ","Manufacturing, value added %GDP ","Manufacturing, value added annual_growth ","Manufacturing, value added ",Tax revenue %GDP ,Export value index ,Export volume index ,Exports of goods and services %GDP ,Exports of goods and services annual_growth ,"Foreign direct investment, net inflows %GDP ","Foreign direct investment, net outflows %GDP ",Fuel exports ,High-technology exports ,ICT goods imports ,Imports of goods and services %GDP ,"Personal remittances, paid ","Personal transfers, receipts ","Taxes on income, profits and capital gains "
2015-01-01,YR2015,United States,USA,0,0.0,0.0,0.0,0.0,8,235.954606351769,188.203731319098,138.336379019061,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0139999389648,160838830.0,152347424.0,3.14890003204346,6.99650001525879,5.28000020980835,11.5150003433228,0.0,0.0,0.0,69.7203979492188,28.7518997192383,50.2355995178223,0.0,99.2794418334961,97.1848373413086,1.01040005683899,0.0,0.0,74.5542024462761,2.79385,0.0,0.0,51.1789017097804,14.4906535240608,19.2128603143717,61680936.0,66.146796271107,212357568.0,14.6403434145212,47001335.0,35.0962171847362,0.755812954934385,321039839.0,58843392.0,18.329,262196447.0,81.671,0.0,1.06993627844907,8.10370911929388,193422929500.0,108.695721960693,2.86158702527237,51933.4048064982,53005.6361464627,111580.2109375,20.4279974839843,4.59722005621886,0.0,19.4418559058986,1.91670777710695,3250197917300.0,0.118627136,11.9190042346014,0.816002055424676,1903490798300.0,11.2393750047597,192.1649329,155.2834376,12.4990439118459,0.40998561374596,2.79327293615472,1.71702395391263,8.17133468780365,18.9915245249453,13.7811887363,15.3909939751822,62501000000.0,0.0,92.1241447373266
2015-01-01,YR2015,Vietnam,VNM,3.66667,3.0,4.0,24.0127757037743,0.0,7,128.347476357609,111.926329557233,26.8455559722422,6.9,41.5,90.7,1.9,4.1,3.5,4.5,0.0,78.4990005493164,56489773.0,55291599.0,5.07219982147217,2.52970004081726,2.11999988555908,6.59899997711182,0.0,0.0,0.0,87.5718994140625,76.0656967163086,69.929801940918,103.999168395996,108.715461730957,0.0,0.0,28.7918491363525,1.00083005428314,43.5,0.0,0.0,0.0,42.5278385397595,0.07789713082094,23.0937203392137,21609156.0,70.1617319286745,65651432.0,6.74454773211183,6310979.0,301.775621633825,1.10324717319937,93571567.0,61935956.0,66.191,31635611.0,33.809,0.0,16.9922120022076,2.40823275967045,24850269705.446,145.772549585057,6.67928878891431,1651.23467528936,5554.85805564661,9400.5986328125,27.676727733944,9.03998805052919,0.0,33.2500807324448,9.63894549585847,52781142033.4783,0.878603714,13.694726895376,10.5999120422197,23779830272.3828,0.0,1119.288599,578.4636066,89.7792486373269,12.643704857191,6.10636115617447,0.569237056931518,0.0,0.0,21.1300818732,88.9881660784447,55000000.0,0.0,0.0
2015-01-01,YR2015,"Hong Kong SAR, China",HKG,0,0.0,0.0,49.3141647147608,0.0,7,211.866810881131,207.899328185199,1029.42558744584,96.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1101113311962,60.8289985656738,3939418.0,3809376.0,2.49000000953674,3.66000008583069,3.29999995231628,10.4680004119873,0.0,0.0,3.26212000846863,71.879997253418,38.1699981689453,63.3600006103516,104.11116027832,109.219932556152,101.427886962891,0.970770001411438,68.9917907714844,1.1261899471283,84.9483529634062,0.76128,3248.49825,0.0,35.8632881182355,38.9499399216491,11.178835560562,815082.0,73.6033959999178,5366644.0,15.2177684395202,1109573.0,6944.09523809524,0.851197911086988,7291300.0,0.0,0.0,7291300.0,100.0,0.0,0.0679653751855497,-6.8334937439846,109366329.723638,122.9828851,2.38784571036929,36260.5954574462,53591.835819824,103228.484375,21.5414797271378,-7.51980655871785,0.0,7.05801657854796,2.70522388059702,20461903460.3469,2.968270215,1.11396500825592,-1.53379834203702,3839555838.69117,0.0,251.9185131,191.4655017,195.89760161449,-1.37902744900389,58.5187499629812,25.3778590413269,3.92813243452099,11.5778386131402,47.6553737587,193.508347649149,758670560.600778,0.0,0.0
2015-01-01,YR2015,Kazakhstan,KAZ,0,0.0,0.0,71.1943644398749,0.0,7,45.6924502151867,37.7291069327007,18.9230309045952,81.4,0.0,0.0,0.0,0.0,0.0,0.0,2.15639047273105,70.9179992675781,9109811.0,8660602.0,0.0,0.0,4.92999982833862,4.51800012588501,0.0,0.0,2.7885799407959,0.0,0.0,0.0,113.229278564453,110.702651977539,109.449577331543,1.03519999980927,45.8325805664063,1.27759003639221,70.82993359566,0.16944,0.0,0.0,50.4434499003536,20.1233050855632,26.7759338100677,4697250.0,66.470157605379,11660731.0,6.75390858455334,1184825.0,6.49805756195133,1.46148468519161,17542806.0,7509900.0,42.809,10032906.0,57.191,0.0,4.71054741881579,3.4999999950535,8134916995.04827,137.771387734836,1.19999999977745,10617.4746549668,23524.0604446276,47094.546875,27.9079156027413,5.499999999791,0.0,30.8547873936113,-0.255456853043228,66142875315.3623,6.646187509,10.2754093827734,0.200000000592809,19441068194.5416,9.8357115521941,521.4864166,229.4572616,28.5167080072354,-4.10000000018272,3.45978214323867,1.79858166770746,68.0182612212361,41.1905083627696,4.8895968184,24.5330208000299,3077889687.99106,190616982.575572,46.4823643304337
2015-01-01,YR2015,Morocco,MAR,0,0.0,0.0,25.9324861683808,0.0,6,107.119098312935,64.188315196819,45.6570442003496,23.4,0.0,0.0,0.0,0.0,0.0,0.0,1.54513846179453,49.0810012817383,12357082.0,11163444.0,0.0,0.0,9.65999984741211,20.6989994049072,0.0,0.0,0.0,0.0,0.0,0.0,95.9386291503906,109.296821594238,0.0,0.0,28.3526191711426,0.958360016345978,57.08,0.0,0.0,0.0,51.6429115448498,0.257467738138459,27.6594487158439,9626407.0,65.9443946184218,22950840.0,6.39615666573438,2226075.0,77.9819000672194,1.40404547173424,34803322.0,13639770.0,39.191,21163552.0,60.809,0.0,12.7959740303373,11.5722163249722,15232020648.4447,106.217815694412,4.54950204220364,3209.71471291532,7296.93440143191,23057.478515625,30.2427249209192,0.866163196912112,0.0,25.8308958352635,1.7961311426856,27145942542.156,1.557907113,16.2309373736921,2.3112864417203,16707618317.2186,0.0,300.5218485,174.3862921,34.2942488620201,5.51485273081593,3.23372871708168,0.652720528305766,1.48449688318015,3.53681437301607,4.1047061494,42.0849440503837,78799239.097809,6903543638.09132,0.0
2015-01-01,YR2015,Czech Republic,CZE,0,0.0,0.0,50.8694401712412,0.0,7,68.8534032176889,49.8610138903425,0.0,78.7,6.7,0.0,0.0,0.0,0.0,0.0,3.69579185639528,59.6199989318848,5336207.0,5066712.0,2.7581000328064,5.92509984970093,5.05000019073486,12.6070003509521,0.0,0.0,0.0,70.7460021972656,16.5839004516602,55.3602981567383,96.0379028320313,99.4979782104492,105.047462463379,1.00958001613617,64.4573516845703,1.40679001808167,75.668838699279,1.94865,3611.90621,1835.32151,49.5333030184828,3.84222568016916,15.1307243599017,1595695.0,66.874737475247,7052649.0,17.9945381648513,1897715.0,136.571600621601,0.196588748472653,10546059.0,2797131.0,26.523,7748928.0,73.477,0.0,2.22791197930799,5.50706566916044,3721702250.20617,107.480738218957,5.30923851909814,21381.703080832,30605.4205211471,62891.1171875,27.9557803316649,12.964427315624,0.0,33.9918573178934,4.09561137737602,73272420247.9285,0.344782438,24.1277275276052,5.20455786837992,50930006676.0043,14.5558221526125,542.6481631,315.4613466,81.0493010657814,6.01722635617072,0.909872695798491,1.99440666625194,2.94930637688671,14.9043356933906,15.6296023573,75.0505626571141,1376392339.35458,727313095.509841,31.4202471320898
2015-01-01,YR2015,Hungary,HUN,0,0.0,0.0,57.2457227063877,491.107385957192,5,58.3262814389069,35.773205190171,14.3937889747906,88.6,0.0,0.0,0.0,0.0,0.0,0.0,3.16216955154669,54.8129997253418,4616126.0,4301832.0,2.60150003433228,6.88119983673096,6.80999994277954,17.2019996643066,0.0,0.0,0.0,69.8179016113281,19.984899520874,55.4985008239746,96.9252014160156,102.301300048828,103.000839233398,1.00587999820709,48.946949005127,1.25755000114441,72.8347,1.37762,2568.84231,721.66245,46.9221659459146,4.56246525249104,14.4410653188776,1421438.0,68.0632466009296,6699484.0,17.4956880801928,1722105.0,108.726698332045,-0.237855001984657,9843028.0,2903693.0,29.5,6939335.0,70.5,0.5,3.71018214310582,-4.10279620776144,4604898120.24862,111.384403984885,3.36714517536103,14629.2350325735,25034.4507306605,57160.25,21.833824678921,-3.81544361450183,0.0,26.633040157487,8.06453032697199,36881771439.6091,-0.070282476,20.5243835892613,9.84321828064864,27183591855.0251,23.4214061486226,349.4697985,260.5922551,90.2125823510063,8.50670143257099,-4.00313631469105,-6.32781029721589,0.0,0.0,12.5805122778,81.3532878201358,690138526.840126,663898979.682556,28.7582981269326
2015-01-01,YR2015,Portugal,PRT,0,0.0,0.0,173.404825453676,370.967112760113,7,166.640656668576,119.770938573557,30.0055727463767,16.1,100.0,0.0,0.0,0.0,0.0,0.0,5.05569391338806,58.6319999694824,5218238.0,4569162.0,9.62720012664795,15.5080003738403,12.4399995803833,32.0029983520508,0.0,0.0,0.0,82.0350036621094,45.2132987976074,73.4644012451172,0.0,106.46703338623,118.231536865234,0.969479978084564,61.4338302612305,1.13311004638672,68.6329,1.27885,3824.19395,0.0,53.4107046058419,8.0895935893659,14.0768709579609,1458093.0,65.1844948871106,6751860.0,20.7386341549285,2148123.0,113.072025849835,-0.414141101993213,10358076.0,3779248.0,36.486,6578828.0,63.514,0.5,2.05026430787045,5.10156806391085,4890473594.01419,107.042632369495,1.82206682618138,22016.8369177565,26607.8331233896,59835.53515625,15.823199810826,6.38665039818029,0.0,19.533324852856,2.50452355312494,44018528582.1863,0.487938624,12.1576731886721,2.98217182133284,28542286976.6966,22.8607061131363,227.3749562,153.6523929,40.4026096326703,6.13727264357603,1.25689738912475,0.591991403271936,0.0,0.0,4.9325390371,39.8203469846272,235013175.621439,0.0,42.6120383876453
2015-01-01,YR2015,Romania,ROU,0,0.0,0.0,68.5656226654897,215.299336677858,7,37.5224875865509,29.8992030616347,0.0,50.1,15.9,0.0,0.0,0.0,0.0,0.0,4.84005316326786,54.318000793457,9104015.0,8484040.0,4.35090017318726,6.39410018920898,6.80999994277954,21.5359992980957,0.0,0.0,0.0,80.589599609375,25.0401000976563,54.3451995849609,93.4379425048828,90.4418792724609,90.9264373779297,0.993950009346008,46.8224983215332,1.22806000709534,55.7632,0.48765,894.8137,273.07219,47.9649543246275,1.16313480315329,15.4167099126154,3054895.0,67.5835696620668,13392009.0,16.9997204253178,3368576.0,86.1243089360223,-0.470733511049937,19815481.0,9137513.0,46.113,10677968.0,53.887,5.7,4.18509005365122,-11.108173086702,9562954906.43647,114.204990933389,3.97380754902956,9639.38725500793,20556.0036423363,47820.90625,25.1681836391483,7.00696493871436,19.5876099702733,29.9437247994657,6.01189112158231,62074377698.976,-0.593318715,19.5824367491583,4.83482846327206,42226633520.7667,18.8761798252599,581.8620954,341.8604651,41.0139498792199,4.56330876514075,2.42690390399013,0.579096908851296,4.42734035577869,7.501692835836,7.2796800064,41.6353555033722,526432459.832314,2412684761.31816,32.6975298592728
2015-01-01,YR2015,South Africa,ZAF,0,0.0,0.0,69.3156630641507,0.0,7,176.563946994145,147.613271442353,231.617914971868,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73050123433859,54.6479988098145,21348712.0,15977546.0,9.57549953460693,29.4913997650146,25.1599998474121,50.1399993896484,94.367919921875,98.9557800292969,0.0,80.7164001464844,39.8502006530762,61.1912002563477,83.7109603881836,102.79988861084,102.753890991211,0.98513001203537,0.0,0.0,51.919115722747,0.0,0.0,0.0,52.5006687098564,5.76709044891315,29.3452767595581,16225363.0,65.5734829532172,36256382.0,5.0812402872246,2809480.0,45.5788317437288,1.36877044097017,55291225.0,19447030.0,35.172,35844195.0,64.828,0.0,2.08083537598214,-6.35507502065012,9717530822.78803,130.268607265412,1.27953825560994,7575.17476995137,12377.6592598329,42781.62109375,20.9796777364691,5.44861640473242,16.9622227912075,26.0427252717413,0.81964458416472,107854775817.964,4.588271042,12.002992855838,-0.352789367086842,52053889636.9943,27.336221443715,271.6183871,148.780285,30.1560456138054,2.80203525884433,0.478735749447257,1.73566778152092,11.883851461225,5.88097092968932,8.7957650325,31.4441027984305,980097838.522207,0.0,54.7916583820237
2015-01-01,YR2015,"Egypt, Arab Rep.",EGY,0,0.0,0.0,13.4459216227963,99.6405787612043,8,95.2669883638934,26.316393760305,16.5891779311347,20.9,6.6,0.0,0.0,0.0,0.0,0.0,0.0,47.9679985046387,30077388.0,26152806.0,32.7939987182617,34.782299041748,13.0500001907349,34.8889999389648,0.0,0.0,0.0,62.706298828125,11.5117998123169,27.528600692749,0.0,0.0,0.0,0.0,35.1264801025391,0.962499976158142,37.8193834276939,0.72269,679.81262,347.45865,61.8125191323567,0.537267286680377,33.1368625952743,31075144.0,61.7999154430095,57954831.0,5.06322196171621,4748197.0,94.2068129991461,2.11829482521685,93778172.0,53655181.0,57.215,40122991.0,42.785,1.3,11.394083227628,3.07140671126329,33760834899.1129,156.803044719315,4.37201907790143,2665.35161379275,10095.6101677121,36200.97265625,14.2886370146078,8.60000000000001,7.81322476369737,36.6302017267482,1.13505903772588,82095195211.5743,10.35748965,16.6974467040386,3.05670879460503,38834273693.1898,12.5192110970171,404.6445131,174.4502263,13.1838454928598,-0.625978090766822,2.08152713449814,0.0546140877286305,18.4218709342853,0.783244918604674,4.4736251903,21.6620974671631,622700000.0,18325400000.0,42.4301454125907
2014-01-01,YR2014,Algeria,DZA,0,0.0,0.0,7.46715228593816,42.3577957693911,0,18.0025791020018,18.3519782763085,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.579109999330309,41.5169982910156,11642537.0,10408373.0,0.0,0.0,10.6000003814697,25.7779998779297,0.0,0.0,0.0,0.0,0.0,0.0,108.280853271484,118.33927154541,0.0,0.0,34.4981384277344,1.52988994121552,29.5,0.0,0.0,0.0,51.596999773147,0.0,28.3036468938338,11070494.0,65.9643661481706,25800849.0,5.73198695799561,2241970.0,16.4221590097996,2.00066645791365,39113313.0,11647553.0,29.779,27465760.0,70.221,0.0,10.2863995118628,2.50000000058006,18109049508.1739,120.94986420025,3.78912121166823,4675.88502447667,13483.3378622219,50666.6953125,45.5544333387364,9.53740943741079,0.0,42.310573295756,3.41947271251675,88468467765.504,2.916406413,4.8623620431838,0.0,0.0,0.0,285.4395123,135.0900022,30.2191174257954,0.203982672894071,0.703172416744895,-0.0086238366598929,95.7642317855163,0.156630406424722,5.0788911844,31.926659337883,52849564.1723765,34862504.928767,0.0
2014-01-01,YR2014,Argentina,ARG,0,0.0,0.0,58.8407493506559,353.244049768179,8,34.4321395694616,13.8237692455151,11.4269032684242,100.0,41.2,0.0,0.0,0.0,0.0,0.0,0.430245856091387,59.8610000610352,19207364.0,17859085.0,3.91750001907349,10.5790004730225,7.26999998092651,18.8400001525879,0.0,0.0,5.36144018173218,78.3460998535156,33.6852989196777,52.6542015075684,101.810760498047,109.973167419434,106.778343200684,1.06717002391815,82.9164810180664,1.61947000026703,64.7,0.58852,1202.07,318.82252,56.6338758998341,0.0,25.3478919949657,10894908.0,63.8431497819469,27440753.0,10.8089582230873,4645854.0,15.7056571990251,1.03270928221435,42981515.0,3706296.0,8.623,39275219.0,91.377,0.7,6.71270351428559,3.10425319146781,29520999141.1149,0.0,-2.51261532081396,10323.20693976,18797.5479465897,45362.1640625,17.2628810064651,-6.22353058509574,0.0,24.2773944936602,-3.46203501608356,107504874805.797,0.0,14.7727785491821,-5.05404738502804,67619313890.0091,12.6109666067191,259.699259,118.6798478,14.4054785893756,-6.97916743435547,0.962406650325519,0.364900179293756,4.75105446518736,6.87639172294696,7.3685223503,14.0013150558519,732414557.145982,334182352.941177,24.5345769159543
2014-01-01,YR2014,Australia,AUS,0,0.0,0.0,165.235516715163,0.0,7,164.710899500516,128.7285936391,87.9691131312916,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9075046288663,64.765998840332,12355521.0,11605597.0,0.0,0.0,6.07000017166138,13.3199996948242,0.0,0.0,5.19266986846924,0.0,0.0,0.0,0.0,106.070037841797,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,50.3996374663108,0.0,18.834835065612,4426966.0,66.4895239412971,15627789.0,14.6756409930909,3449383.0,3.0595183734038,1.53587885355185,23504138.0,3384126.0,14.398,20120012.0,85.602,0.0,2.22004842784952,1.14417564642355,26417333234.6625,110.379812695109,2.55833752286902,54546.2030621219,43547.1974836868,87834.65625,26.6506076040748,-2.14868647058617,0.0,25.4176651359589,3.32637857329145,324970133700.495,2.487922705,6.36918966070426,-1.07330635094753,88245454041.9619,22.0276530039304,377.6992159,149.4135084,21.0757650196519,5.95288998202631,3.13857986634185,0.38667924167709,28.0194092465881,13.5987282005105,9.1752356936,21.5040832798588,6646922775.71464,0.0,70.6772457270307
2014-01-01,YR2014,Austria,AUT,0,0.0,0.0,118.968314333298,0.0,7,125.433769781791,87.5775252113251,21.903943089747,53.2,2.0,0.0,0.0,0.0,0.0,0.0,0.740107980618433,60.1599998474121,4412005.0,4164050.0,4.17010021209717,4.66830015182495,5.61999988555908,10.2519998550415,0.0,0.0,5.44897985458374,77.5056991577148,30.9120006561279,59.9319000244141,98.4598617553711,101.388572692871,99.4277801513672,0.963100016117096,78.9720001220703,1.19333004951477,80.9958249574764,3.06054,4883.85702,0.0,48.9083932676556,0.0,14.1881592268007,1212571.0,67.155383506965,5739338.0,18.6564572662344,1594447.0,103.563321740606,0.781541632525841,8546356.0,3629979.0,42.474,4916377.0,57.526,0.2,1.20094533574497,3.02738756214131,5261766189.58905,109.705002346264,0.828733875377921,47922.3398475649,44320.5020125474,89596.53125,23.5188746188329,0.391222880935288,0.0,25.3624198356453,0.562847070168885,107118787811.045,1.605805605,16.5643475692349,2.52941420608846,72634655533.3812,26.4245174075674,263.8651195,151.3812155,53.3994478275587,2.95239537391896,0.387515470698125,-0.19785902604216,2.38619560100156,13.8805613897353,5.2544267092,50.1295251925899,4961062395.9769,371277721.096731,47.5411540413673
2014-01-01,YR2014,Belgium,BEL,0,0.0,0.0,90.4914219994702,703.560653559381,5,154.54918581887,58.3164857930742,71.3162184729121,0.0,96.4,0.0,0.0,0.0,0.0,0.0,3.25043593319488,53.548999786377,4984375.0,4559741.0,4.7153000831604,8.79730033874512,8.52000045776367,23.2269992828369,0.0,0.0,6.59684991836548,75.0792999267578,22.5496006011963,53.9310989379883,0.0,103.647789001465,162.298904418945,1.13396000862122,72.9970703125,1.30333995819092,85.0,2.46249,4175.88236,0.0,53.7051546985493,0.0,16.9594321714431,1900992.0,65.0596243337626,7292570.0,17.9809434947943,2015494.0,370.180217965654,0.234370843738166,11209057.0,242900.0,2.167,10966157.0,97.833,0.0,0.649330197791123,0.19193781352655,3158235670.22815,108.02321825881,1.29326523510287,44676.6607293383,41360.3955755286,101569.8515625,23.3153209631394,7.13517657053046,0.0,19.7026484133317,3.31063532374066,105160510100.422,0.34,12.5778636319097,4.30489277555527,68792533031.4628,26.2629906033719,251.4665037,138.3033419,82.6720548799875,5.18444163033003,-4.50874513930532,-2.67076592211132,11.3366766107196,12.8109517773418,2.8801503262,82.0379474596709,4501043997.88082,111437063.080611,59.6999256666917
2014-01-01,YR2014,Bangladesh,BGD,3.83333,2.5,4.0,5.60573590289973,74.2865153866121,0,60.0209098275594,43.7361238704853,0.0,0.0,0.9,0.0,0.0,3.6,3.0,3.5,0.0,56.617000579834,63214859.0,60414590.0,0.0,0.0,4.42899990081787,10.326000213623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4381198883057,0.73743999004364,13.9,0.0,0.0,0.0,53.7623499078609,0.0,29.9562130561561,47751785.0,65.0354264616293,103669903.0,5.00836048221464,7983591.0,1224.59306291772,1.15718802793056,159405279.0,105948719.0,66.465,53456560.0,33.535,0.0,15.3516208986344,4.37195520602609,22553855695.3481,136.050424201999,6.06109305375394,922.161127998654,2973.0415646346,7842.8408203125,28.5778757115563,9.85505132806207,22.0293249614639,26.3110467833576,8.1600142368581,40703178048.1745,6.991165327,16.6127076619157,8.76675702132006,26971730364.5084,8.6353777373447,475.8990452,403.3938489,18.9896599950107,3.20114927328234,1.46871287737332,0.0241604614470646,0.0,0.0,0.0,25.5244202017989,32521361.4348432,14963574984.0944,32.6023585347961
2014-01-01,YR2014,Brazil,BRA,0,0.0,0.0,117.245578283815,397.251540044057,7,103.440536868402,66.028510394056,34.360602216353,63.6,52.5,0.0,0.0,0.0,0.0,0.0,0.8562035355289,63.9500007629395,100603554.0,93892451.0,4.59679985046387,10.4762001037598,6.67000007629395,15.8299999237061,91.7294311523438,98.8456878662109,5.94848012924194,78.8152008056641,47.7047004699707,68.0046005249023,0.0,111.063873291016,101.950897216797,1.07599997520447,49.2798385620117,1.35341000556946,54.5510018796392,1.16755,0.0,0.0,44.1896575893794,0.0,22.9648202890066,46897179.0,69.3531017909607,141628142.0,7.68207792003269,15687812.0,24.4328442691795,0.887563333488748,204213133.0,29627241.0,14.508,174585892.0,85.492,2.8,4.32561053879483,2.7907943769311,103675310314.404,126.927346648276,0.508210254249747,11870.1484076345,15374.2615071807,33431.30078125,20.5484107588347,0.0,0.0,20.4724627454143,-1.50818379235292,534560026022.426,6.332092342,10.3370973946319,-4.68703298712401,275399000572.384,12.7616868933036,408.3914664,192.6975629,11.0119428207843,-1.13389142477249,3.95683398113804,1.06025056268093,9.24652234723185,10.6149904729823,8.7873891233,13.6734629958056,1538775897.25,2127744943.22,46.3446251447864
2014-01-01,YR2014,Canada,CAN,0,0.0,0.0,221.137746615045,0.0,8,0.0,0.0,116.459575205156,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6999969482422,19601132.0,18246655.0,4.88009977340698,7.64050006866455,6.90999984741211,13.4650001525879,0.0,0.0,0.0,73.135498046875,37.8648986816406,58.6190986633301,0.0,101.771476745605,109.811660766602,1.00528001785278,0.0,0.0,87.12,1.61548,0.0,0.0,46.5217535977263,0.0,16.0433271671111,5701052.0,68.2492504927997,24252609.0,15.7074223400892,5581687.0,3.90777026692663,1.08358780888313,35535348.0,6674249.0,18.782,28861099.0,81.218,0.0,1.42479574711835,-8.08095224137483,24484026910.4656,107.462793360046,2.8557392043642,50221.8419821739,43079.1425247165,83496.4453125,24.9276447356521,0.863162938073955,0.0,27.5332381995598,4.32116040031336,492328381681.369,1.906635907,9.77946718387282,2.8549044837817,180383515668.456,11.8363665598087,172.1876036,107.9105501,31.5368961601463,5.92331245088154,3.56255900352734,3.60820573081872,29.9218048753151,13.5609397242265,6.8751440066,32.520726768433,5940627969.53748,0.0,77.9559781801201
2014-01-01,YR2014,China,CHN,0,0.0,0.0,54.7506120985316,316.281425673727,6,167.236891060141,140.147396621274,57.2861524758619,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,70.0390014648438,786573327.0,750444761.0,0.0,0.0,4.59299993515015,10.6700000762939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2027893066406,0.0,0.0,41.2777290344238,1.16314995288849,47.9,2.02106,1113.07185,0.0,36.9684934334356,0.0,17.6812171984143,241219542.0,73.0094910994939,996046584.0,9.30929170209179,127003874.0,145.317355990401,0.506311591779847,1364270000.0,624030741.0,45.741,740239259.0,54.259,1.4,9.05992241632572,4.06135234391878,683575335765.83,113.294061123401,7.29766595938155,6108.23877494863,12758.647789259,22763.43359375,47.0077166222056,7.51017876800265,0.0,43.1029557698618,7.39382239382242,3937305716951.03,2.000344887,30.3770471101676,0.0,0.0,9.6724425423315,939.9136447,683.7496354,23.4950582679709,0.0,2.55760030508313,1.17463445310002,1.45879618931667,25.3722763182791,19.7096864075,21.381502007129,4155302052.29,0.0,32.4935407562916
2014-01-01,YR2014,Colombia,COL,0,0.0,0.0,40.0817229205293,215.817541683783,7,70.9733259605807,52.6636923899878,38.8015182389993,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2306012246016,70.3649978637695,25321884.0,23161976.0,11.934100151062,13.3512001037598,8.52999973297119,17.9090003967285,94.1862487792969,98.5409469604492,4.66516017913818,75.8412017822266,47.4243011474609,62.2271003723145,100.601806640625,113.746131896973,98.7615585327148,1.07923996448517,53.2787399291992,1.15363001823425,52.57,0.25053,114.8903,0.0,45.9050005618904,0.0,24.7017408448053,11805434.0,68.537746900307,32755499.0,6.76051225488765,3230978.0,43.0751789094187,0.943782712812734,47791911.0,9837965.0,20.585,37953946.0,79.415,5.0,5.66371447629992,2.70593947240651,21362271013.5743,111.999776168321,4.39360833969515,7291.69186757615,12715.9673914398,26237.7890625,26.278456935666,11.6031590057138,0.0,32.7144961132796,2.86552996529541,109322206984.689,2.877810251,11.4756328716821,1.04560078332634,39143842474.8066,14.981443601276,420.5741995,221.1561647,15.9365444182468,-1.5428296551805,4.27477681865305,1.03093473135914,67.5286013171978,7.71173024339459,10.1665719516,21.383236578101,204017057.020503,4093206772.32991,35.0426399338539
2014-01-01,YR2014,Denmark,DNK,0,0.0,0.0,53.9914667969051,0.0,6,218.1226197717,173.327158515318,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.99629908757171,62.0859985351563,2907004.0,2715454.0,4.95739984512329,6.79260015487671,6.59000015258789,12.5600004196167,0.0,0.0,7.634850025177,76.1585006713867,35.7188987731934,63.5438995361328,98.7808532714844,101.300369262695,129.336334228516,1.042799949646,81.0340881347656,1.41368997097015,95.99,2.97589,7333.05129,0.0,55.2873178939606,0.0,17.0330093288846,961254.0,64.3967581428673,3634215.0,18.5702325282481,1048006.0,134.400452488688,0.507053283010163,5643475.0,710514.0,12.59,4932961.0,87.41,0.2,1.3824694056275,17.0976176641487,4299907095.83354,106.65119185787,1.61937497071034,59437.9338973302,45057.0741699595,93355.4453125,20.0910070589779,4.28986586979208,0.0,19.7849750020821,0.48070521547497,65747700733.0094,0.56402054,11.8601933710721,1.3427053157268,40556002542.6403,36.5002914951556,217.9053118,122.9508197,54.6131190486406,3.12880958828426,1.86330527455417,2.81013983923118,6.54181634904634,14.4205665622217,7.2210815033,47.6508014223954,3171598140.13358,0.0,56.1744690795997
