Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Individuals using the Internet (% of population) [IT.NET.USER.ZS],Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],"Labor force with advanced education, female (% of female working-age population with advanced education) [SL.TLF.ADVN.FE.ZS]","Labor force with advanced education, male (% of male working-age population with advanced education) [SL.TLF.ADVN.MA.ZS]",Labor force with basic education (% of total working-age population with basic education) [SL.TLF.BASC.ZS],"Labor force with basic education, female (% of female working-age population with basic education) [SL.TLF.BASC.FE.ZS]","Labor force with basic education, male (% of male working-age population with basic education) [SL.TLF.BASC.MA.ZS]",Labor force with intermediate education (% of total working-age population with intermediate education) [SL.TLF.INTM.ZS],"Labor force with intermediate education, female (% of female working-age population with intermediate education) [SL.TLF.INTM.FE.ZS]","Labor force with intermediate education, male (% of male working-age population with intermediate education) [SL.TLF.INTM.MA.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth female (% of females ages 15-24) [SE.ADT.1524.LT.FE.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]",Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS],Researchers in R&D (per million people) [SP.POP.SCIE.RD.P6],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (gross), gender parity index (GPI) [SE.ENR.SECO.FM.ZS]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary (gross), gender parity index (GPI) [SE.ENR.TERT.FM.ZS]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]","School enrollment, tertiary, male (% gross) [SE.TER.ENRR.MA]",Technicians in R&D (per million people) [SP.POP.TECH.RD.P6],CPIA social protection rating (1=low to 6=high) [IQ.CPA.PROT.XQ]
2016,YR2016,Poland,POL,13.0314,1.32,..,73.3007,78.0541000366211,83.8117980957031,80.4114990234375,10.940299987793,26.663200378418,17.8780002593994,48.8288993835449,69.6812973022461,59.6702003479004,81.6,73.5,..,..,..,..,..,..,..,..,101.101196289063,99.2732162475586,100.163093566895,..,..,110.104690551758,110.647422790527,109.589866638184,107.075820922852,0.972379982471466,105.537948608398,108.535919189453,66.5559997558594,1.51489996910095,80.5946578979492,53.2014198303223,..,..
2016,YR2016,Qatar,QAT,10.1912,1.907,..,94.2911181549896,..,..,..,..,..,..,..,..,..,79.885,77.411,..,..,..,..,..,..,..,0.1,94.216438293457,94.1950531005859,94.2054061889648,..,..,103.669548034668,103.35018157959,103.977470397949,92.5331573486328,1.17379999160767,100.739868164063,85.8237075805664,15.4214401245117,7.37489986419678,47.0581092834473,6.38084983825684,..,..
2016,YR2016,Philippines,PHL,59.855,2.925,..,55.5,56.6599998474121,71.5299987792969,63.2999992370605,45.5299987792969,79.1399993896484,63.1100006103516,63.0099983215332,87.7799987792969,74.5500030517578,72.658,65.812,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Russian Federation,RUS,22.5264,1.75,..,73.091434617897,66.2226028442383,77.3323974609375,71.3326034545898,21.6399002075195,35.9093017578125,29.0492000579834,69.2012023925781,83.7778015136719,76.1316986083984,76.93,66.51,..,..,..,..,..,..,..,1.1,..,..,..,..,..,102.076332092285,102.338096618652,101.826530456543,104.80770111084,0.985419988632202,104.019096374512,105.558029174805,81.815559387207,1.19532001018524,89.315071105957,74.7208862304688,..,..
2016,YR2016,Saudi Arabia,SAU,8.294,2.532,..,74.88,57.5999984741211,93.7799987792969,79.6500015258789,15.3299999237061,71.0999984741211,48.4300003051758,14.9200000762939,76.9300003051758,52.3300018310547,76.3,73.271,..,..,..,..,..,..,..,..,107.884086608887,120.615097045898,114.358299255371,..,..,116.243377685547,115.192070007324,117.262977600098,..,..,..,..,66.5998001098633,1.00293004512787,66.6994171142578,66.5048675537109,..,..
2016,YR2016,Singapore,SGP,3.7242,1.2,..,84.45,..,..,..,..,..,..,..,..,..,85.1,80.6,..,95.4478912353516,98.7345275878906,97.0495910644531,99.9405136108398,99.9131927490234,99.9265823364258,0.2,99.1869888305664,100.367797851563,99.7892684936523,..,..,100.773208618164,100.692863464355,100.85034942627,108.130416870117,0.991389989852905,107.65055847168,108.58553314209,..,..,..,..,..,..
2016,YR2016,Spain,ESP,8.678,1.33,..,80.5613329432179,80.8625030517578,80.8110961914063,80.8382034301758,40.2621002197266,59.4740982055664,49.9855003356934,63.2518005371094,71.3470993041992,67.2842025756836,85.7,80.1,..,97.6953582763672,98.8359680175781,98.2505111694336,99.6060562133789,99.6375732421875,99.6221618652344,0.4,97.5904693603516,96.7900772094727,97.1785507202148,..,..,103.871170043945,104.454689025879,103.321350097656,127.949882507324,1.00705003738403,128.412551879883,127.51294708252,91.1763687133789,1.18747997283936,99.1654281616211,83.5089416503906,..,..
2016,YR2016,Sweden,SWE,5.2738,1.85,..,89.6509476102355,82.4294967651367,85.0257034301758,83.5401000976563,41.6002006530762,52.3913993835449,47.1172981262207,73.2780990600586,78.7509002685547,76.3843994140625,84.1,80.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Switzerland,CHE,3.0918,1.54,..,89.1346877351392,80.0283966064453,81.7697982788086,81.038200378418,43.2701988220215,63.0136985778809,51.5099983215332,62.4114990234375,72.6371994018555,67.133903503418,85.1,80.8,..,..,..,..,..,..,..,..,97.4534378051758,95.8133697509766,96.612190246582,..,..,104.406616210938,104.037460327148,104.757057189941,102.289932250977,0.962440013885498,100.283363342285,104.19645690918,57.8661117553711,1.02000999450684,58.4497489929199,57.3030014038086,..,..
2016,YR2016,Thailand,THA,51.7934,1.482,..,47.5049656215909,83.0419998168945,85.8725967407227,84.2268981933594,60.8919982910156,78.2378997802734,70.0353012084961,63.4754981994629,79.2955017089844,71.7807006835938,79.133,71.581,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
