Time,Time Code,Country Name,Country Code,Age dependency ratio (% of working-age population) ,"Agriculture, value added (% of GDP) ","Agriculture, value added (annual % growth) ","Agriculture, value added (constant 2005 US$) ",Consumer price index (2010 = 100) ,Export value index (2000 = 100) ,Export volume index (2000 = 100) ,Exports of goods and services (% of GDP) ,Exports of goods and services (annual % growth) ,"Foreign direct investment, net inflows (% of GDP) ","Foreign direct investment, net outflows (% of GDP) ",Fuel exports (% of merchandise exports) ,GDP growth (annual %) ,GDP per capita (constant 2005 US$) ,"GDP per capita, PPP (constant 2011 international $) ",GDP per person employed (constant 1990 PPP $) ,GINI index (World Bank estimate) ,Gross capital formation (% of GDP) ,Gross capital formation (annual % growth) ,"Gross fixed capital formation, private sector (% of GDP) ",High-technology exports (% of manufactured exports) ,ICT goods imports (% total goods imports) ,Imports of goods and services (% of GDP) ,"Industry, value added (% of GDP) ","Industry, value added (annual % growth) ","Industry, value added (constant 2005 US$) ","Inflation, consumer prices (annual %) ",International migrant stock (% of population) ,"Manufacturing, value added (% of GDP) ","Manufacturing, value added (annual % growth) ","Manufacturing, value added (constant 2005 US$) ","Personal remittances, paid (current US$) ","Personal transfers, receipts (BoP, current US$) ",Population ages 0-14 (% of total) ,"Population ages 0-14, total ",Population ages 15-64 (% of total) ,"Population ages 15-64, total ",Population ages 65 and above (% of total) ,"Population ages 65 and above, total ",Population density (people per sq. km of land area) ,Population growth (annual %) ,"Population, total ",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) ,Rural population ,Rural population (% of total population) ,Tax revenue (% of GDP) ,Urban population ,Urban population (% of total) 
2013-01-01,YR2013,Poland,POL,41.9652343701893,2.87392985071474,9.08215380125492,12395781514.2772,109.021563737715,645.8254316,333.1476323,46.3198331819457,6.08250785158326,0.151649742439925,-0.650663234544132,4.59366120429312,1.39189232124922,13632.4979479006,23555.4962149534,54314.9375,,18.9811665796565,-5.77500771219005,14.6769107275959,7.81267405695914,8.5444502126,44.3720332308324,28.6219706137082,-0.630731850884331,153402646502.836,1.034269836,,15.9029389309522,0.41409769031722,83395018737.7707,1557000000.0,3716000000.0,14.9597053740081,5690701.0,70.4397799905825,26795430.0,14.6005146354094,5554064.0,124.229110740995,-0.0603600174744649,38040196.0,,15014846.0,39.471,15.5623621291633,23025350.0,60.529
2013-01-01,YR2013,Qatar,QAT,16.9868139385704,0.0960782118116757,5.94512195121952,172322005.725367,106.806166224612,1180.397412,96.93976684,72.7177968643942,1.28566779822891,-0.422882374002757,4.03639083234145,88.6806234973534,4.41027461916184,68899.4853105472,122636.921618451,164912.078125,,27.8278444334772,6.36000021134835,,0.0005809591881813,5.5697876863,29.6653575146295,71.768350592851,2.24681038795293,142248178575.52,3.131571042,,10.2050267567452,5.5279973696625,20276342664.7466,11281043956.044,574395604.395604,13.4904528959023,303599.0,85.4797191523738,1923698.0,1.02982795172393,23176.0,193.839190353144,6.4657229155433,2250473.0,,27343.0,1.215,,2223130.0,98.785
2013-01-01,YR2013,Philippines,PHL,59.2789668117738,11.2524664527453,1.14162780644034,26221052025.5428,110.674621117395,148.8986495,162.2638587,28.0176768312241,-0.970582436507357,1.37486206345121,1.34159847720449,3.70956550724544,7.06402426381545,2399.6071898503,6306.74606641414,15619.2412109375,,20.0160163944296,27.94477800635,18.1750570139046,49.237966508744,23.0121017264,32.2276124974872,31.1157837572315,9.23605726422514,77572223462.2442,2.997694081,,20.4136926783516,10.260104634842,52089433276.9922,210262023.325796,19678194479.5692,32.8311049786724,32332411.0,62.7829285948181,61829276.0,4.38596642650942,4319345.0,330.284844216387,1.65287532839452,98481032.0,,53275284.0,54.097,13.3095109014283,45205748.0,45.903
2013-01-01,YR2013,Russian Federation,RUS,41.1852550190564,3.16054866362965,4.52722677302751,60147655955.6392,121.640047972666,496.8305199,167.8162736,25.7929650488232,4.5622594269534,3.01327957445415,3.76585582210152,71.2475556921704,1.78535450092343,11803.7089563761,25551.0899736474,49847.06640625,40.9,23.1299043742318,-5.55104321665483,20.0891692989382,10.0059949478426,6.8395604332,20.4003902447291,28.20520829031,-0.260651690325147,501317655953.92,6.74173735,,11.3209329460037,0.712502588041403,223483672503.977,37216680000.0,2494820000.0,15.9432824713959,22879712.0,70.8289261568625,101644404.0,13.2277913717416,18982795.0,8.76278012831512,0.212923595008292,143506911.0,0.0,37508401.0,26.137,12.9072846292223,105998510.0,73.863
2013-01-01,YR2013,Saudi Arabia,SAU,43.2141764476399,2.15730645378212,3.28151895140769,15449729040.0,112.706822550244,484.4772695,121.0711487,51.9179657655611,0.178480572353919,1.18726678344615,0.662065539642369,87.4257378871026,2.69925472255672,21005.0121226588,49537.5857290988,132619.1875,,26.4697270804059,1.10891721016617,,0.698282660285129,7.4280020799,30.7910914753617,59.8624593764628,0.222428801806515,363109380649.914,3.506263617,,9.93136703325412,3.37041845116049,68160800000.0,34984186666.6667,0.0,27.2132295786375,8148859.0,69.8254896829719,20908877.0,2.96128073839061,886740.0,13.9296717201085,2.90756341891942,29944476.0,,5168417.0,17.26,,24776059.0,82.74
2013-01-01,YR2013,Singapore,SGP,36.3473387177015,0.033966490770643,4.46927374301676,96002933.626696,112.659983380321,297.705219,255.7591007,194.082454575068,5.94669893546462,21.1794457057195,14.5967712934329,17.3797676427456,5.11108725924601,50948.4461770405,78896.6126956642,143822.5625,,30.6750223183994,5.29995022733247,,46.9943672838213,24.8666979795,171.61070726686,23.1529145690259,1.95334060575507,68819215254.8588,2.378490176,,17.2588096976169,1.67054531910387,52451338467.18,,,16.1992241136972,874622.0,73.3420919158706,3959858.0,10.4586839704322,564681.0,7636.72135785007,1.61930809858875,5399162.0,,0.0,0.0,13.4073403843988,5399162.0,100.0
2013-01-01,YR2013,Spain,ESP,49.3492023488487,2.51040028546553,13.559464338189,35827005966.6119,107.209444053708,276.3394612,149.4974874,32.2175348764201,4.28412555814195,3.83944847834077,2.02286531351904,6.78566701817412,-1.70570500034654,29008.0209838975,30678.9172969914,82636.703125,36.2,18.7113493023741,-4.62154191826991,,7.66620816753046,4.5403460773,28.9620773467305,21.2433934910348,-5.9232544345394,287784190103.327,1.408546292,,12.2532765652101,-0.213871563214099,162517476180.216,333542016.941508,,14.8784584065893,6936344.0,66.9571701112476,31215463.0,18.1643714821631,8468238.0,93.2009456028468,-0.327669039579687,46620045.0,1.2,9728205.0,20.867,13.9944408317109,36891840.0,79.133
2013-01-01,YR2013,Sweden,SWE,56.1186500432887,1.22628954704212,-0.554011159085974,6998242230.42841,103.829824749908,192.7232804,112.8,43.8006859051505,-0.772633014818851,0.227568151252945,4.81961694989326,7.68664120402753,1.24120491730943,52722.9122969923,43475.8013408384,88867.859375,28.8,22.4948400611261,1.55066282141385,,14.0566730346318,9.6706015678,39.2929908918226,23.061325883463,-1.82544463764941,119381493575.753,-0.04429297,,14.8545230136855,-0.695609301228842,77128149298.6091,1623389549.95869,632519118.450252,16.830040871545,1615748.0,64.0538511387175,6149412.0,19.1161079897376,1835219.0,23.5684661462169,0.847348652246305,9600379.0,0.7,1350197.0,14.064,26.2481932587763,8250182.0,85.936
2013-01-01,YR2013,Switzerland,CHE,47.8690151163964,0.692951417906169,-5.71709520543298,3993209085.632,99.3208858340333,444.5363807,217.5108736,71.9249426179144,15.1980953041118,-3.62037977668994,1.82229028854347,1.66535344113408,1.85203975735246,75499.7067438104,56535.7400477582,102051.703125,32.5,22.5465629900732,-9.76896937136232,,26.5137543038658,3.4951907365,59.8716088248131,25.5325072444914,0.746987121338123,159173968018.212,-0.217319662,,18.6483281241486,0.489287238922515,118420425764.534,24663454110.6679,,14.7973348003375,1197008.0,67.6274248789513,5470616.0,17.5752403207112,1421722.0,204.710648851098,1.14987975781229,8089346.0,0.0,2129601.0,26.326,9.60281589353082,5959745.0,73.674
2013-01-01,YR2013,Thailand,THA,39.559092158762,11.3248676245795,0.701657576468918,39469751767.46,109.275006271572,331.3466014,207.5407071,68.1177053760534,2.69143972761718,3.79126740597145,2.88378144114195,5.96130454498534,2.68737991886854,5558.84109388028,14771.4667544542,25587.130859375,37.8,27.4570926791317,2.87306697928204,19.6763695259881,20.0933256155809,11.3012050413,65.2889448850893,36.9790560892693,1.49118309705017,142503790752.106,2.18496066,,27.7326447782846,1.90494605747116,109879150281.57,3288970000.0,4746440000.0,18.5266967372248,12624659.0,71.6542351008133,48827392.0,9.8190681619619,6691014.0,133.381089862788,0.439874966693248,68143065.0,0.0,36665739.0,53.807,16.9091105037737,31477326.0,46.193
2013-01-01,YR2013,Turkey,TUR,50.7016363504582,6.7253245762708,2.3190438675565,75359133183.215,124.626307922272,546.5461157,323.4688744,22.2722551378665,1.07353957196193,1.42681398424346,0.382503549856906,4.25809530877105,8.49130939268635,12866.095346876,21650.7567664874,64675.9453125,40.2,29.773210674693,16.7306992636308,0.0,1.87807731704285,4.5730957944,28.0780693718882,27.6961364539218,10.3257444465119,261483327461.888,7.493090305,,16.2392733473115,9.30987790052538,156388871082.485,689000000.0,1094000000.0,26.1272658849204,19801158.0,66.3562801451266,50289655.0,7.516453969953,5696520.0,98.472425711056,1.61946698707746,75787333.0,0.3,20818023.0,27.469,18.5318878671512,54969310.0,72.531
2013-01-01,YR2013,Ukraine,UKR,43.5490995094327,8.78638927981065,12.9633648754232,13117848681.8892,108.310273261847,441.5028307,173.4992479,42.9567198426424,-8.0611886086421,2.45976564259575,0.234575122270164,4.20017091747116,-0.0267296493157545,3160.08373580159,8338.91505034601,19099.8046875,24.6,18.488627475604,-12.3509699305075,,5.89495219084217,3.7879583151,52.1929459363171,22.5684173743071,-7.60242599032996,32943444730.0771,-0.276243094,,11.2650303917969,-9.91301208666856,16352134684.2079,1716000000.0,2885000000.0,14.6050678271474,6643787.0,69.6625759698075,31689227.0,15.7323562030451,7156586.0,78.5224055789546,-0.227704749863191,45489600.0,0.0,14158638.0,31.125,17.5613807826656,31330962.0,68.875
2013-01-01,YR2013,United Arab Emirates,ARE,17.0444551906063,0.64376304382726,0.525594149908585,2387810541.47138,102.663561221631,760.5056837,148.8456664,100.631548088534,6.09348194298826,2.43291629954515,2.26305226218785,51.5180630812978,5.05334582526655,37765.7168368805,61688.3802986273,91175.8828125,,19.2856694144499,-1.38286401599937,9.8885298079809,3.17757823106775,12.320683624,64.9096442307021,55.0200674265532,3.01917454652636,176066712049.013,1.09948371,,7.54430538784228,5.99993593234456,27030633083.7304,,,13.6245743656387,1227065.0,85.4376226854579,7694737.0,0.937802948903447,84461.0,107.730418660287,1.18180498875127,9006263.0,,1344995.0,14.934,0.370450571659908,7661268.0,85.066
2013-01-01,YR2013,United Kingdom,GBR,54.0156494603875,0.653731639652758,0.50989180922933,16634391801.6759,110.147223257548,189.6576868,96.97732997,29.6660188502038,0.839843520705656,1.98820366396463,1.68810105917331,13.3683272451068,2.05238850842331,39996.5019019858,37398.7972183927,77759.0703125,33.2,16.3579553040876,10.3113095385165,,21.8645381710652,7.8615981765,31.6840451135885,18.1540197905457,-0.112089836720457,422320663777.412,2.554546687,,9.04999218283716,-0.987156788786521,217476281135.297,10528125661.6366,3092589687.8893,17.5378609680434,11246719.0,64.9284673484103,41637474.0,17.5336716835463,11244033.0,265.06934237176,0.669533807456598,64128226.0,0.2,11477670.0,17.898,25.2251856433525,52650556.0,82.102
2013-01-01,YR2013,United States,USA,50.3196749076148,1.38033311771482,19.3914551815584,176751793500.0,106.833848874866,202.0151602,151.886463,13.6393115137468,3.48132563789541,1.72621218311074,2.3532672314925,10.9761680045297,1.67733152992453,49971.9513571108,51003.6859904151,109761.046875,41.0,19.762260074983,3.95571270178421,15.8643459429122,17.818696866679,12.9609184364,16.5869465309834,20.0656270487578,2.47773907393723,3120133307400.0,1.464832656,,12.0311371039553,2.06939979835525,1856986577700.0,55669000000.0,,19.5716465619356,61892300.0,66.5248910716167,210374660.0,13.9034623664477,43967545.0,34.5708959466166,0.711248386684869,316234505.0,1.0,59139015.0,18.701,10.5772051755392,257095490.0,81.299
2013-01-01,YR2013,Vietnam,VNM,42.2421075587252,17.9635863672912,2.63159131828716,23459085270.6067,138.002975776743,911.6402268,426.1207044,83.6261411693676,17.3740295647359,5.19792941001523,1.14237639617863,7.3498347827302,5.42188299130713,1493.56250968927,5024.43890182073,8530.8642578125,,26.6756169052374,5.44993921671929,,28.2082868973782,19.9294759413,81.4680958032644,33.1900402370139,5.08426556101531,45234877132.3949,6.592255898,,13.3351858764789,7.21506202467177,20018195213.8646,,,23.1335740861316,21166694.0,70.3026703669408,64325344.0,6.56375554692753,6005687.0,295.087318992486,1.1496100939428,91497725.0,,61825928.0,67.571,19.0698671023491,29671797.0,32.429
2013-01-01,YR2013,"Hong Kong SAR, China",HKG,33.8830466155968,0.0572883662527095,4.88614800759012,124901319.7412,114.3031785,264.2283763,191.8947105,221.610060304774,7.82606132294448,27.8775202185389,30.2246653343849,3.09609051540798,3.10148883032424,35002.5174875319,51732.4425263159,99469.9609375,,24.0303885554212,6.11070209849454,19.4581689702825,12.249060895652,38.7618503568,221.009958822525,6.94769922906227,1.85538864224124,18432983412.3082,4.352678571,,1.41027589609527,0.0873680378594912,3915170723.91704,656398055.161943,,11.1313435930062,799108.0,74.6920608328574,5362068.0,14.1765955741364,1017724.0,6837.04761904762,0.401982535858444,7178900.0,,0.0,0.0,,7178900.0,100.0
2013-01-01,YR2013,Kazakhstan,KAZ,47.6760220112088,4.50354556962711,11.2000000092075,7758956746.46771,120.867826977188,961.150859,252.7244066,38.6170377152797,2.69999999962309,4.2306980098169,0.835429560323681,76.7011285449562,6.00000000017316,10368.4992994791,22972.4310316037,45604.109375,27.1,24.5696053585629,6.69999999942847,,36.7011551361651,5.9644237918,26.7905716146741,33.6988156382046,3.09539521622409,65314369640.503,5.836702333,,10.6349738343331,2.90000000580063,19096716208.697,3803988118.62549,203082689.353656,25.500264219916,4344110.0,67.7158015365261,11535759.0,6.78393424355782,1155681.0,6.31016409230655,1.4394454413556,17035550.0,0.0,7317450.0,42.954,16.0301777646187,9718100.0,57.046
2013-01-01,YR2013,Morocco,MAR,51.7833691677655,13.3895668114081,17.8237995184719,13974596294.6255,104.12727691953,295.6408874,147.5987727,32.7776435173172,-0.0195839604566856,3.14616379903882,0.416285130728936,5.02795104033327,4.53542420003856,3077.31500512412,6995.93818558948,22043.19140625,39.5,34.6751336139068,5.00067357608818,,6.55095078581002,3.6110150036,47.2429150383719,26.1685021989636,0.592667356293688,25770279383.3044,1.88750188,,15.5131341997031,-0.7170179754971,15683026527.6485,63305944.1150824,6881699960.00074,27.9052282663039,9438879.0,65.8833708516975,22284898.0,6.21140088199863,2100992.0,75.7893098812458,1.46217775386915,33824769.0,1.0,13631382.0,40.3,,20193387.0,59.7
2013-01-01,YR2013,Czech Republic,CZE,46.3617639574618,2.40363404949772,-2.44287949921753,3264121058.21214,106.781938720659,557.9184581,280.798005,76.8709518101924,0.186944128282349,3.51360685053457,3.69506576639033,2.9548773274136,-0.483671040702603,19826.7919430607,28379.7461179156,59800.15234375,26.5,24.6670430987026,-5.09514736086709,,14.7877999921614,13.7249492371,71.1072226148134,32.8504136522822,-3.53177077822329,67309727331.0382,1.434726602,,22.2300523556121,-2.73648346738159,45590721662.9796,1079198620.08455,,14.7213912602231,1547847.0,68.3238565437986,7183756.0,16.9547521959783,1782669.0,136.142328110838,0.0331699460503076,10514272.0,0.0,2808362.0,26.71,14.9464340791698,7705910.0,73.29
2013-01-01,YR2013,Hungary,HUN,45.7083985981594,3.8520218003214,14.7033938146779,4090869135.38489,111.707317073171,381.319226,239.1799544,85.6593018889065,4.18262417673844,-2.78970808570286,-2.90193049810559,3.56825343683852,2.09621670829425,13509.9242469344,23119.0169671733,57910.3125,31.5,21.0481925245206,5.82572481264747,,16.3424835996171,15.0024398879,78.68423120687,25.1769055237966,-1.36151799058212,32039991516.9536,1.721102477,,18.9021140786596,-2.09342094906955,23245829420.8782,837135542.780754,682125482.502782,14.5385191192129,1438308.0,68.6302270838048,6789645.0,16.8312537969824,1665130.0,109.27959792334,-0.27536875707442,9893082.0,0.2,2972574.0,30.047,22.7448820922432,6920508.0,69.953
2013-01-01,YR2013,Portugal,PRT,52.2380267874327,2.08024725439832,2.87651879436359,4729281469.38737,106.819989560289,258.3912539,145.8438287,39.516176040327,6.98573818681194,4.77936887651133,3.03918174996305,10.2131956638376,-1.13015582288244,21228.0893566433,25654.6142954091,60014.91015625,36.2,14.6319783128056,-5.13305019030898,,4.30884523448662,4.7018300295,38.5111682505211,18.8821801122172,-2.16764983969216,42921492309.2901,0.274416667,,11.5578779494442,0.701417491280083,26984050481.1087,492754422.034845,,14.4359143339735,1509606.0,65.6866084569108,6869042.0,19.8774772091157,2078646.0,114.162609170306,-0.548815210952228,10457295.0,0.7,3936962.0,37.648,22.750650796899,6520333.0,62.352
2013-01-01,YR2013,Romania,ROU,46.8822648912239,5.39689013829974,33.6992596374777,10313591264.709,113.673220777738,632.4898107,311.627907,39.748217916217,19.6798312329021,2.01244532538686,-0.0315992705674063,4.84976457780934,3.53159797111535,8918.57501928123,19018.870777865,44348.921875,36.9,25.5626113802364,0.45512047649801,20.1839690582566,5.71952223044771,7.0641542696,40.5239577319846,32.2375348259331,3.9232711663678,56710798233.7437,3.985359902,,20.2942320724881,7.93507248791126,37815094799.9232,547011215.424284,2784771718.53869,15.5675688119727,3110975.0,68.0817378697772,13605245.0,16.3506933182501,3267472.0,86.8742903099596,-0.371323062878035,19983693.0,7.2,9205089.0,46.063,17.553133078989,10778604.0,53.937
2013-01-01,YR2013,South Africa,ZAF,53.070510561423,2.09775631128793,4.47989932626484,9716155302.89668,117.441722873033,320.6933429,132.7364195,30.9713411232732,3.9853085936643,2.24423642960341,1.77735850145573,11.3203880183558,2.48518583499988,7551.96338583273,12339.7323984344,43769.27734375,,21.1635556780784,6.40477524097744,17.3222877654732,5.46851055067265,8.1717866757,33.270418695468,26.6680915375127,2.17503506572861,106942118647.502,5.751533742,,11.6009215329972,1.01847189462805,52057168610.5269,1181980418.6965,,29.7695224072224,16006297.0,65.3293698657082,35125901.0,4.90110772706939,2635198.0,44.3226768005671,1.44090651546059,53767396.0,,19467561.0,36.207,26.0439096125552,34299835.0,63.793
2013-01-01,YR2013,"Egypt, Arab Rep.",EGY,60.3864232092735,11.2743496022361,3.00235717880125,31798792201.3358,128.994608309546,549.994559,194.4186227,17.0178456245969,4.5156591405681,1.45266805633197,0.104301580305311,26.9283373755188,2.18546605362155,2591.05945107009,9814.21213021382,34004.48046875,,14.2119974199097,-8.42026825633383,7.83230488067082,0.518186450113501,3.5515821594,23.3551924317351,39.8869544184046,0.605940563332609,79955566320.7604,9.42157654,,16.608374543109,2.26722349617614,35965658167.5052,354900000.0,17833100000.0,32.6917194036712,29359594.0,62.3494171133919,55994411.0,4.95886348293687,4453428.0,90.2179245567331,2.24552645797034,89807433.0,,51286331.0,57.107,13.4980649322726,38521102.0,42.893
2012-01-01,YR2012,Algeria,DZA,49.7831413096816,8.77068803927155,7.2000000117341,16328433803.0088,113.81793046074,326.1997263,175.3632618,36.8905475681754,-3.77177187465601,0.717693335672016,-0.0198231905590146,97.1354912419101,3.37476865068784,4564.43501678967,13161.9616734309,47883.703125,,39.1582782250368,14.2923433531135,,0.130478689319292,4.0258257474,28.5144313585075,47.8494723027678,2.65305629951544,84586398767.8155,8.894585294,,4.50051136369946,,,44242618.9188504,50860802.5996095,27.6670881399267,10393376.0,66.7631878498573,25080157.0,5.56972401021598,2092314.0,15.7724382174377,2.00661417637038,37565847.0,,11677344.0,31.085,,25888503.0,68.915
2012-01-01,YR2012,Argentina,ARG,56.6734066261907,5.7817442068501,-12.8751530933275,25684474254.8533,,303.6422307,133.5901306,16.2378594620246,-4.10831132628211,2.80667189982932,0.193202129776027,6.3748516179103,-1.02642045443208,10557.8853892544,19224.8743997107,45870.68359375,41.2,16.5019865298875,-11.1850671806337,,6.41577877146912,8.3098595958,14.2886829096862,24.4290570649122,-2.20112663055619,110749757847.906,10.03025902,,15.2168009115954,-2.91332628588361,70163807830.5256,979205922.333175,421861583.529412,25.5716149414804,10764816.0,63.8270413297334,26869103.0,10.6013437287862,4462820.0,15.3823556924606,1.05037622160469,42096739.0,0.8,3737769.0,8.879,12.9528415127413,38358970.0,91.121
2012-01-01,YR2012,Australia,AUS,49.1947247755172,2.25875200427579,0.972841507904334,26309849729.2627,105.124869927159,401.8684712,132.624004,21.5189738107964,4.60274589241503,3.72878166305257,0.373435791119582,30.3574429630395,3.89194002647891,53553.2339429699,42754.4562863267,84570.9921875,,27.6497194013896,10.8207352158477,,12.7295858228898,8.8883722922,21.7681052912881,26.1887359700695,5.67502437409173,307304468718.899,1.762780156,,7.04262426509888,0.908729902200719,92171298278.4458,7084418881.54625,,18.9565096149747,4311179.0,67.0264972833708,15243484.0,14.0169931016545,3187811.0,2.96037319552738,1.78544535033273,22742475.0,,3319947.0,14.598,21.2362373062533,19422528.0,85.402
2012-01-01,YR2012,Austria,AUT,48.470200519523,1.3485513899381,-7.23443287563805,5263991222.67558,105.853949200371,246.6730591,145.9944751,53.9736761965302,1.43769259228949,1.27486772723933,4.50623521277479,3.62450438619669,0.68044437424868,48172.2377048248,44551.6175741173,89400.5703125,30.5,23.9771068871648,-0.702341973399456,,12.8366827511684,5.1414289956,51.1785012313079,25.6339685320435,1.5389805740426,105831275064.37,2.485675087,,16.7061233748154,2.03854813525012,70658852641.0256,3451974791.20508,372907961.230423,14.3736319419626,1211696.0,67.3535857972271,5677901.0,18.2727822608103,1540394.0,102.114870266734,0.45593747231891,8429991.0,0.5,3612504.0,42.853,25.92819764092,4817487.0,57.147
2012-01-01,YR2012,Belgium,BEL,52.724831838965,0.784515926576535,-0.747871906096947,3690143603.57913,106.47204478576,237.3202379,132.6478149,82.3058368243002,0.337919328964503,1.34234394184714,6.79975534197604,11.4665499919627,0.234796924396491,44337.5767700468,41046.481185763,100873.90625,27.5,23.2045359472165,-2.50592593386627,,11.3566099201932,3.095875549,81.6891402092541,20.0874528806573,-0.988874081651758,101725126163.129,2.838723095,,12.5960483623101,0.101929583472412,64887643538.1553,4238761225.51655,130914326.4488,16.9275547996806,1883740.0,65.4772342796306,7286468.0,17.5952109206888,1958038.0,367.51142668428,0.726031655132031,11128246.0,0.2,251053.0,2.256,25.7100062683855,10877193.0,97.744
2012-01-01,YR2012,Bangladesh,BGD,55.971008814597,16.1775631728154,3.01427141057513,21089287650.2272,118.25579890126,393.2864298,319.0551081,20.1615888634893,12.5322586857715,1.1881028498084,0.216757755580004,1.67528515333032,6.52143507837333,839.513687185166,2706.58674530986,7188.43896484375,,28.2623350089151,10.5677295513892,22.5002260482961,0.447976725019734,3.0318226315,27.9493338841896,25.309959389543,9.43559876355735,34323778956.7347,6.21818237,,15.9142206705617,9.95521624820643,22480708201.2111,11741740.2571771,14101727141.7058,31.0059845542701,48284706.0,64.1144791971373,99843589.0,4.87953624859259,7598758.0,1196.33596834908,1.17243498017455,155727053.0,,105905297.0,68.007,9.02456268993842,49821756.0,31.993
2012-01-01,YR2012,Brazil,BRA,45.1188312706424,4.1683282240444,-3.08224229933994,93077848850.323,112.398522504251,440.0993126,191.0356366,11.703054773239,0.271023200358101,3.51317949330191,0.211244414414475,11.0271428609977,1.93310788929951,11673.7705356921,15119.9121381768,33268.21875,52.6,21.4172253653349,,14.3807880060481,10.4927030694402,8.8151486681,13.0622502471567,22.1336473676777,-0.722824349327993,531237855285.446,5.40196475,,10.6759423107278,-2.37869011627862,280489796036.169,1063670886.79,2191048550.46,23.9107723160691,47955680.0,68.9090444874814,138204657.0,7.18018319644953,14400646.0,23.9958870035678,0.938920327153704,200560983.0,3.8,30238579.0,15.077,13.6514575347955,170322404.0,84.923
2012-01-01,YR2012,Canada,CAN,45.2045335696126,1.64729362609776,1.0391039295713,22609619843.979,104.471951917573,164.7013116,99.92225728,30.2136045046982,2.64243579627788,2.7066883554104,3.41279490450555,26.5579891082185,1.74547228318005,48724.2458003308,41794.5389176845,80971.6953125,,24.9275293942094,3.53272390066124,,13.7835040875653,7.3226091156,32.1835322206179,27.0335657951907,2.1030876625546,460544230630.874,1.515678231,,10.3789318458115,1.56577238877101,175886859143.244,5630387989.04837,,16.2678261083838,5653158.0,68.8683738623618,23932135.0,14.8638000292544,5165252.0,3.82146662839762,1.18034479940777,34750545.0,,6554995.0,18.863,11.6925644390413,28195550.0,81.137
2012-01-01,YR2012,China,CHN,35.9439108102547,9.41993615797438,4.47516401124662,632771937342.711,108.318909010561,822.1064754,596.8391727,25.4081958280589,,2.81773885821291,0.758869545789478,1.50167631444046,7.85626211026953,5336.06014319861,11145.7515754935,19730.35546875,42.2,47.2345311103108,7.58878055763918,,26.2740073401972,19.5557640575,22.6996630039661,45.273501998455,8.36416005421714,3395068013841.36,2.643051771,,31.4242848765103,,,1788058506.0,,17.6488434940757,238382047.0,73.5597493353795,993567856.0,8.79140717054487,118745097.0,143.87139360204,0.487231117971201,1350695000.0,6.5,651507733.0,48.235,10.2228404457472,699187267.0,51.765
2012-01-01,YR2012,Colombia,COL,46.5546715348296,5.78872094423702,2.509277257466,19527045184.4796,106.692567189474,460.9659059,197.1755822,18.2587618932916,5.98916769146236,4.06843350912359,-0.163989229059642,69.6414747319398,4.0439438063715,6789.52550137085,11840.2404334565,24927.2109375,52.9,23.8525231843912,4.70404556007668,,5.18998657395802,8.9731080935,20.0373359026858,34.5721425990606,2.88520383710728,101709451085.582,3.176934374,,12.2223894977719,0.081227596192889,38389956046.8008,127508567.723157,3969659206.91179,25.4925532953048,11951285.0,68.2339218209325,31989069.0,6.27352488376272,2941121.0,42.2545966651645,1.01799263503797,46881475.0,6.3,9985285.0,21.299,13.2721334156329,36896190.0,78.701
2012-01-01,YR2012,Denmark,DNK,53.9839081137156,1.65472120873751,11.4462171899125,3850233149.45124,105.222747968931,206.1323056,120.3747073,54.6304964321937,1.16215877262655,-4.99767099542601,-3.343596847049,9.3836732713276,0.226468475871513,58487.7863650965,44336.8124612297,91758.4765625,27.8,19.4664174496913,2.29491480251913,,14.2161079727433,8.0738844937,48.610502785749,20.3979204243584,1.60847380434872,66247516258.2291,2.397914857,,11.4340248717416,4.08166175491966,38933869125.145,2979397706.78695,,17.5685569968595,982359.0,64.941860672363,3631271.0,17.4895823307775,977943.0,133.164372469636,0.376272242619955,5591572.0,0.0,718964.0,12.858,33.4464026950895,4872608.0,87.142
2012-01-01,YR2012,Ethiopia,ETH,87.7485842571487,44.3309427521463,4.92209873188911,14190774400.1722,165.395651843855,595.3634761,244.6661286,13.7672981990263,-10.3614186786797,0.643172898229037,,0.0019289718270249,8.64781163539105,391.131795305971,1230.57548379087,2741.63793945313,,37.0979619673542,46.5112279971361,21.8115146908654,2.4460011948106,3.4508004402,31.630605984481,9.47613796506918,19.6378248365455,3886126116.34089,22.77046088,,3.42006071889612,11.8044718608655,1452826633.01625,19882145.4031396,937525801.863377,43.3582164926483,40082149.0,53.2627185422797,49238285.0,3.37906496507195,3123749.0,92.444183,2.6275988813792,92444183.0,,75656319.0,81.84,9.37759471505438,16787864.0,18.16
2012-01-01,YR2012,Finland,FIN,53.3416131828044,2.35894150445711,-2.48766888269355,6022158002.66845,106.321099212145,158.9019262,94.37148218,39.4813632109233,1.23978700052842,1.92158900806601,3.26370250866619,11.2173055162851,-1.42618935959564,46277.5562828706,39912.9413580065,86736.3671875,27.1,22.5268152537877,-6.37721091458538,,8.54567089298238,6.9093218734,40.924356709194,23.3351518821981,-7.79618771324085,59772600136.0083,2.808332326,,14.5485577572788,-11.4502381549261,37425586285.3321,774729446.068056,,16.428270564458,889422.0,65.2138747972466,3530660.0,18.3578546382954,993889.0,17.8155615518773,0.475809486683209,5413971.0,0.0,820704.0,15.159,20.2609701040577,4593267.0,84.841
